codigo,descricao,estoque,unidade,custo,venda,total_custo,total_venda,lucro_percentual
000041,SIL.ESPORTIVO PEUGEOT,200.0,6,0.00012,0.0,95.39,0.0,0.0
000124,"SIL.INTER,FIESTA 1.0",0.0001,2,0.0,136.0,0.0,0.0,70.0
000025,"SIL.INTER,GOL 1.0 8V//2009 11411",0.0,PC,35.1,59.67,0.0,0.0,70.0
000062,"SIL.INTER,GOLF",0.0001,2,0.0,114.38,0.0,0.0,70.0
000078,"SIL.INTER,OMEGA 2.2",4.0,CC,0.00012,0.0,153.7,0.0,0.0
000068,"SIL.INTER,POLO 1.6/1.8/2002",0.0001,2,62.0,105.4,0.0,0.0,70.0
002374,SIL.INTER. L200,0.0001,2,0.0,292.8,0.0,0.0,60.0
000146,SIL.INTER.ASTRA HATCH/ SEDAM/ 1.8 /2.0,0.0,PC,87.3,148.41,0.0,0.0,70.0
000142,SIL.INTER.ASTRA/1.8 8V/2.0/8V/2.0/16V,0.0001,2,0.0,130.76,0.0,0.0,70.0
003052,SIL.INTER.CITROEM,0.0001,2,0.0,144.0,0.0,0.0,60.0
002349,SIL.INTER.CITROEM PICASSO 2.0/16V 19302,0.0,PC,86.4,138.24,0.0,0.0,60.0
000138,SIL.INTER.ELBA/1.3/86,0.0,PC,51.88,56.13,0.0,0.0,70.0
000085,SIL.INTER.ESCORT GL,2.0001,2,0.0,0.0,0.0,0.0,70.0
000111,SIL.INTER.ESCORT/PAMPA VW0203M,0.0001,2,70.0,119.0,0.0,0.0,70.0
002421,SIL.INTER.FIESTA 1.0 99 10109,0.0,PC,50.4,80.64,0.0,0.0,60.0
000030,SIL.INTER.FIESTA/SEDAM/1.0/02/07,0.0,PC,35.49,60.33,0.0,0.0,70.0
000037,SIL.INTER.FOX 1.0/2003/2008,0.0001,2,0.0,104.04,0.0,0.0,40.0
000141,SIL.INTER.FURGAO/SANTANA,0.0001,2,0.0,89.01,0.0,0.0,70.0
000045,SIL.INTER.GOL /PARATI 1.0,16.0,V,734.0,0.00012,44.9,76.33,0.0
000044,SIL.INTER.GOL GLLL VW0402M,0.0,PC,55.68,94.66,0.0,0.0,70.0
000029,SIL.INTER.GOL POWER/1.0,0.0,PC,66.99,113.88,0.0,0.0,70.0
000032,SIL.INTER.GOL SPECIAL 1.0,0.0001,2,0.0,95.98,0.0,0.0,70.0
000046,SIL.INTER.GOL SPECIAL 1.0,0.0001,2,0.0,107.61,0.0,0.0,70.0
000035,SIL.INTER.GOL SPECIAL 2001...,77.0,2,0.00012,47.94,81.5,0.0,0.0
000047,SIL.INTER.GOL.POWER 1.0/8V 2002/2004 GIV,0.0,PC,62.1,105.57,0.0,0.0,70.0
000033,SIL.INTER.GOL.SPECIAL 1.1/2 98/2005 11177,0.0,PC,63.65,108.2,0.0,0.0,70.0
000031,SIL.INTER.GOL/VOYAGE,0.0001,2,0.0,84.41,0.0,0.0,70.0
000028,SIL.INTER.GOL/VOYAGE G5 1.0 8V 2009...,0.0001,2,27.9,47.43,0.0,0.0,70.0
000140,SIL.INTER.GOL/VOYAGE/PARATI,0.0001,2,0.0,89.01,0.0,0.0,70.0
000119,SIL.INTER.HONDA .CIVIC/1.6,0.0001,2,0.0,220.71,0.0,0.0,70.0
000117,SIL.INTER.HONDA FIT/1.4/1.5/2003....,1.0001,2,0.0,146.13,0.0,146.13,70.0
000082,SIL.INTER.KADET COM ABAFADOR,1.0001,2,0.0,126.07,0.0,126.07,70.0
000083,SIL.INTER.KADET/IPANEMA,9.0,6,1.00012,0.0,117.38,0.0,117.38
000113,SIL.INTER.KOMBI 98/2005,0.0,PC,75.2,127.84,0.0,0.0,70.0
000110,SIL.INTER.LOGUS/1.8,0.0,PC,72.21,122.76,0.0,0.0,70.0
000139,SIL.INTER.MERIVA/1.8//8V/16V,0.0001,2,0.0,122.25,0.0,0.0,70.0
000081,SIL.INTER.MONZA HATCH/SEDAM 1.6/1.8 176,0.0,PC,75.53,120.85,0.0,0.0,60.0
000060,SIL.INTER.PALIO 1.0/1.3 16 V 200/2005 11550,1.0,PC,53.6,91.12,53.6,91.12,70.0
002246,SIL.INTER.PALIO WEKEND FT4411M,0.0,PC,84.39,151.902,0.0,0.0,80.0
000126,SIL.INTER.PAMPA 1.8,0.0001,2,0.0,118.17,0.0,0.0,70.0
000109,SIL.INTER.PASSAT,0.0001,2,0.0,101.8,0.0,0.0,70.0
002423,SIL.INTER.PEUGEOT 206 SW 1.4 8V 19383,0.0,PC,77.6,124.16,0.0,0.0,60.0
000084,SIL.INTER.PICASSO 2.0,16.0,V,0.00012,0.0,116.01,0.0,0.0
000064,SIL.INTER.POLO VW0316M,0.0001,2,0.0,115.09,0.0,0.0,70.0
000080,SIL.INTER.RONDA CIVIC 97/99,1.0001,2,0.0,181.42,0.0,181.42,70.0
000102,SIL.INTER.S10 2.2,0.0001,2,0.0,147.05,0.0,0.0,70.0
000143,SIL.INTER.VECTRA 2.0 /16V 2.2 8V/,16.0,V,0.00012,0.0,146.0,0.0,0.0
000145,SIL.INTER.VECTRA 2007...,0.0001,2,0.0,162.04,0.0,0.0,70.0
000148,"SIL.INTER.VECTRA 2.0 / 8V /2,4 /16 V /06/ 08",0.0,PC,107.1,182.07,0.0,0.0,70.0
000147,SIL.INTER.VECTRA 2.0/ 16 V,0.0001,2,0.0,148.68,0.0,0.0,70.0
000144,SIL.INTER.VECTRA. 2.0/8V 2006 /2008,0.0001,2,0.0,196.57,0.0,0.0,70.0
002543,SIL.TRAS PARATI 1.0 16V VW0460T,0.0,PC,75.4,120.64,0.0,0.0,60.0
000105,SIL.TRAS .VECTRA 2.0/8V/96/98 10576 TUPER,0.0,PC,79.17,140.0,0.0,0.0,76.834
001648,SIL.TRAS CORSA CLASSIC 1.0 2010/2016,0.0,PC,72.0,122.4,0.0,0.0,70.0
002539,SIL.TRAS ZAFIRA 1.0/2.0 10851,0.0,PC,85.6,136.96,0.0,0.0,60.0
000019,"SIL.TRAS,GOL/1.6/8V",0.0001,2,0.0,187.22,0.0,0.0,70.0
000069,"SIL.TRAS,LINEA",0.0001,2,0.0,147.08,0.0,0.0,70.0
000134,"SIL.TRAS,UNO/FIORINO",0.0001,2,0.0,88.13,0.0,0.0,70.0
000149,SIL.TRAS. PRSMA /1.4 / 07/ 09,0.0,PC,80.75,137.28,0.0,0.0,70.0
000099,SIL.TRAS.ASTRA HATCH 1.8/2.0/98/2000/8V,0.0001,2,0.0,119.59,0.0,0.0,70.0
002350,SIL.TRAS.ASTRA HATCH 2.0 10616,0.0,PC,94.05,159.885,0.0,0.0,70.0
000104,SIL.TRAS.ASTRA HATCH/1.8/2;0/8V/2001,0.0,PC,71.2,121.04,0.0,0.0,70.0
000103,SIL.TRAS.ASTRA OPCIONAL,0.0,PC,0.0,140.64,0.0,0.0,70.0
000090,SIL.TRAS.ASTRA SEDAM 1.8/2.0 8V 98/2001,1.0001,2,88.0,149.6,88.0,149.6,70.0
000106,SIL.TRAS.ASTRA SEDAM1.85,0.0001,2,0.0,148.78,0.0,0.0,70.0
002319,SIL.TRAS.CITROEM PICASSO 2.0 16V 19303,0.0,PC,97.37,165.529,0.0,0.0,70.0
000071,SIL.TRAS.DOBLO 1.3/1.6/16V,0.0001,2,0.0,161.04,0.0,0.0,70.0
002537,SIL.TRAS.ESCORT POINTER 86,0.0,PC,74.4,126.48,0.0,0.0,70.0
000108,SIL.TRAS.ESCORT POINTER2.0/94/96,0.0001,2,0.0,141.1,0.0,0.0,70.0
000061,SIL.TRAS.ESCORT/PAMPA,0.0001,2,0.0,122.77,0.0,0.0,70.0
000127,SIL.TRAS.ESPORTIVO.VOYAGE/PARATI,0.0001,2,0.0,178.47,0.0,0.0,70.0
000050,SIL.TRAS.FIORINO FT4204T,0.0001,2,0.0,123.9,0.0,0.0,70.0
000011,SIL.TRAS.GOL 1.0,0.0001,2,0.0,0.0,0.0,0.0,70.0
000013,SIL.TRAS.GOL 1.0/16V,0.0001,2,0.0,124.1,0.0,0.0,70.0
000015,SIL.TRAS.GOL 1.0/16V,0.0001,2,0.0,167.21,0.0,0.0,70.0
000012,SIL.TRAS.GOL 1.0/94/98,0.0001,2,0.0,109.28,0.0,0.0,70.0
000008,SIL.TRAS.GOL 1.6,0.0001,2,0.0,142.49,0.0,0.0,70.0
000016,SIL.TRAS.GOL 1.6/8V,513.0,2,0.00012,0.0,117.38,0.0,0.0
000007,SIL.TRAS.GOL POWER/1.0 8V VW0455T,50.0,PC,81.65,130.64,4082.5,6532.0,60.0
000150,SIL.TRAS.GOL/ 1.0/ 16V 44410,0.0,PC,64.71,116.14,0.0,0.0,70.0
000009,SIL.TRAS.GOL/PARATI 1.0/16V,0.0001,2,58.9,100.13,0.0,0.0,70.0
000005,SIL.TRAS.GOL/SAVEIRO/1.0,16.0,V,0.00012,0.0,150.0,0.0,0.0
000063,SIL.TRAS.GOLF 1.8 GL,0.0001,2,0.0,108.95,0.0,0.0,70.0
000112,SIL.TRAS.KOMBI 98/2005 11088,0.0,PC,72.6,123.42,0.0,0.0,70.0
000116,SIL.TRAS.KOMBI/97,77.0,5,0.00012,0.0,107.76,0.0,0.0
002418,SIL.TRAS.L200 SPORT HPE 2.5 19406,0.0,PC,159.2,254.72,0.0,0.0,60.0
000072,SIL.TRAS.MAREA 2.0/2.4/98/2002,1.0,PC,124.45,211.565,124.45,211.565,70.0
000048,SIL.TRAS.PALIO WEKEND1.8,0.0001,2,0.0,149.69,0.0,0.0,70.0
000077,SIL.TRAS.PAMPA 1.6./1.8/92/97,0.0001,2,0.0,93.62,0.0,0.0,70.0
000121,SIL.TRAS.PAMPA 1.8,0.0001,2,0.0,0.0,0.0,0.0,70.0
002424,SIL.TRAS.PEUGEOT 206/207 SW 1.4 8V 19384,0.0,PC,92.0,156.4,0.0,0.0,70.0
002541,SIL.TRAS.PICK.UP PALIO 34401,0.0,PC,60.06,96.1,0.0,0.0,60.0
000074,SIL.TRAS.PRISMA 1.4/2009/2011,0.0001,2,0.0,123.25,0.0,0.0,70.0
000065,SIL.TRAS.SANTANA 85/96,0.0001,2,84.0,145.32,0.0,0.0,73.0
000066,SIL.TRAS.SANTANA,9.0,7,0.00012,70.0,119.0,0.0,0.0
000067,SIL.TRAS.SAVEIRO 1.6/97/2003,0.0,PC,76.73,138.114,0.0,0.0,80.0
000014,SIL.TRAS.SAVEIRO/1.6/1.8,0.0001,2,0.0,189.89,0.0,0.0,70.0
000115,SIL.TRAS.SAVEIRO/PARATI/1.6/92/94,0.0,PC,82.8,140.76,0.0,0.0,70.0
000056,SIL.TRAS.SIENA 1.0/8V 6 MARCHAS/16V,0.0001,2,0.0,175.63,0.0,0.0,70.0
000055,SIL.TRAS.SIENA 1.0/98/2008/1.3 /1.4/1.5 11560,69.0,PC,2.0,3.2,138.0,220.8,60.0
002419,SIL.TRAS.SIENA 1.6 16V 2001/2003 11770,0.0,PC,132.05,224.485,0.0,0.0,70.0
000051,SIL.TRAS.SIENA FT4407T,0.0,PC,99.76,169.592,0.0,0.0,70.0
000052,SIL.TRAS.STRADA 1.3 03/05 11666,0.0,PC,81.68,138.856,0.0,0.0,70.0
000053,SIL.TRAS.STRADA 1.6/1;8 11604,0.0,PC,113.75,193.375,0.0,0.0,70.0
000059,SIL.TRAS.STRADA 1;5/1;6,0.0001,2,89.44,152.048,0.0,0.0,70.0
000058,SIL.TRAS.STRADA WORKING FT4408T,0.0,PC,78.59,133.603,0.0,0.0,70.0
000136,SIL.TRAS.STRADA/UNO MIILLE,0.0,PC,62.64,97.0,0.0,0.0,54.853
000135,SIL.TRAS.UNO 1.0/2009,0.0,PC,77.6,131.92,0.0,0.0,70.0
000130,SIL.TRAS.UNO MILLE/FIRE,0.0001,2,0.0,107.51,0.0,0.0,70.0
000133,SIL.TRAS.UNO. MILLE,52.0,1,0.00012,46.0,78.2,0.0,0.0
000128,SIL.TRAS.UNO.FIRE/FLEX/2002/2008/,52.0,2,0.00012,48.3,82.11,0.0,0.0
000132,SIL.TRAS.UNO/1.0/1.3/1.5,0.0001,2,0.0,118.34,0.0,0.0,70.0
000131,SIL.TRAS.UNO/1.3,0.0,PC,94.39,88.2,0.0,0.0,70.0
000129,SIL.TRAS.UNO/MILLE 1.3/1.5 85/91/96 340A,0.0,PC,55.28,93.976,0.0,0.0,70.0
000098,SIL.TRAS.VECTRA 2.2,0.0001,2,0.0,366.67,0.0,0.0,70.0
000107,SIL.TRAS.VECTRA GT,1.0001,2,0.0,0.0,0.0,0.0,70.0
000021,SIL.TRAS.VOYAGE 1.0,0.0001,2,0.0,119.77,0.0,0.0,70.0
000023,SIL.TRAS.VOYAGE 1.6 GV,0.0001,2,0.0,178.01,0.0,0.0,70.0
002609,"SILEMCIOSO INTER.OPCIONAL GOLF 2,0",0.0,PC,61.6,98.56,0.0,0.0,60.0
001386,SILEMCIOSO.ESPORTIVO JK,0.0001,2,0.0,42.21,0.0,0.0,70.0
001383,SILEMCIOSO.TRAS.VECTRA.2.0/2.2,8.0,V,96.0,0.00012,77.27,131.36,0.0
001842,SILEN INTER FIAT UNO/PREMIO FT4201M,0.0,PC,35.06,59.6,0.0,0.0,69.994
001845,SILEN INTER VW SAVEIRO 1.6 VW0410M,0.0,PC,56.55,96.13,0.0,0.0,70.0
001841,SILEN TRAS FOR FIESTA ZETEC FR3609T,0.0,PC,89.32,138.446,0.0,0.0,55.0
001844,SILEN TRAS VW GOL 1.0 99 VW0405T,0.0,PC,79.46,135.08,0.0,0.0,70.0
001846,SILEN TRAS VW GOL1.0 VW0452T,0.0,PC,83.23,141.49,0.0,0.0,70.0
001843,SILEN TUBO INTER FOX 1.0,0.0,PC,24.07,40.92,0.0,0.0,70.0
002536,SILENCIIOSO TRAS SAVEIRO G5 11420,0.0,PC,96.3,154.08,0.0,0.0,60.0
000534,"SILENCIOS.TRAS,PALIO WEKEND 1.0 / 1.5 /",0.0001,2,77.99,132.58,0.0,0.0,70.0
002047,SILENCIOSO CAMINHAO MB7252S,0.0,PC,125.82,213.89,0.0,0.0,69.997
000347,SILENCIOSO INTER. FIORINO / UNO PICK UP,0.0,PC,45.9,73.44,0.0,0.0,60.0
000287,"SILENCIOSO TRAS / CORSA 1,0 / 8 V HATCH",0.0001,2,0.0,164.44,0.0,0.0,70.0
001917,SILENCIOSO TRAS GOL VW0405T 1.0,0.0001,2,0.0,135.08,0.0,0.0,70.0
000279,SILENCIOSO TRAS HONDA / CIVIC / 97 /2000,4.0001,2,0.0,218.79,0.0,875.16,70.0
001078,SILENCIOSO TRAS S10,0.0001,2,0.0,268.33,0.0,0.0,70.0
000333,SILENCIOSO . GMB / D 20 PICK UP,0.0001,2,0.0,142.78,0.0,0.0,70.0
000394,SILENCIOSO . INTER. CORCEL . BELINA 2 /,2.0001,2,0.0,0.0,0.0,0.0,70.0
000404,SILENCIOSO . INTER. COROLA 1. 8,38.0,6,0.00012,0.0,100.15,0.0,0.0
000327,SILENCIOSO . INTER. CORSA / SEDAM,0.0001,2,0.0,90.3,0.0,0.0,70.0
000423,SILENCIOSO . INTER. ECOSPORT. 2.0 / 16 V. /,1.0,PC,69.6,111.36,69.6,111.36,60.0
000419,SILENCIOSO . INTER. ESCORT.,0.0,PC,48.8,82.96,0.0,0.0,70.0
000354,SILENCIOSO . INTER. FIESTA / 1. 0 /,200.0,4,0.00012,0.0,115.94,0.0,0.0
000355,SILENCIOSO . INTER. FIESTA. SEDAM / 1.6 /,0.0001,2,0.0,104.87,0.0,0.0,70.0
000400,SILENCIOSO . INTER. GOL / PARATI,0.0001,2,0.0,130.56,0.0,0.0,70.0
000331,SILENCIOSO . INTER. MONTANA NOVA,0.0,PC,93.6,149.76,0.0,0.0,60.0
000407,SILENCIOSO . INTER. MONZA.,9.0,1,0.00012,0.0,100.15,0.0,0.0
000384,SILENCIOSO . INTER. PALIO . 1.3,0.0001,2,0.0,90.3,0.0,0.0,70.0
000389,SILENCIOSO . INTER. PALIO . WINK / 1.6 / 16,0.0,PC,79.2,134.64,0.0,0.0,70.0
000383,SILENCIOSO . INTER. PALIO / 1.0 / 8V FIRE,0.0001,2,0.0,86.11,0.0,0.0,70.0
000388,SILENCIOSO . INTER. PALIO. WEKEND,0.0001,2,0.0,130.56,0.0,0.0,70.0
000340,SILENCIOSO . INTER. PEUGEOT,20.0,6,0.00012,0.0,133.01,0.0,0.0
000332,SILENCIOSO . INTER. PICK UP . CORSA,0.0001,2,0.0,117.52,0.0,0.0,70.0
000342,SILENCIOSO . INTER. TEMPRA,0.0001,2,0.0,128.89,0.0,0.0,70.0
000381,SILENCIOSO . INTER. TIPO. / 1.6 /,8.0,V,0.00012,0.0,96.36,0.0,0.0
000398,SILENCIOSO . INTER. UNO . MILLER. FIRE,0.0001,2,0.0,113.88,0.0,0.0,70.0
000390,SILENCIOSO . INTER. UNO . MILLER. FLEX.,0.0,PC,61.75,115.0,0.0,0.0,86.235
000330,SILENCIOSO . INTER. VECTRA /,9.0,5,0.00012,0.0,116.08,0.0,0.0
000353,SILENCIOSO . INTER. VECTRA 2.0 / 8V / 94 /,0.0001,2,0.0,122.83,0.0,0.0,70.0
000373,SILENCIOSO . TRAS. MONZA / 84 / 90,0.0,PC,54.6,87.36,0.0,0.0,60.0
000379,SILENCIOSO . TRAS. OMEGA 6 CILINDROS,0.0001,2,0.0,0.0,0.0,0.0,70.0
000364,SILENCIOSO . TRAS. PALIO . 1.0,54.0,1,0.00012,0.0,72.98,0.0,0.0
000370,SILENCIOSO . TRAS. PUNTO / 1.8 / 2008 /,0.0,PC,97.37,165.53,0.0,0.0,70.0
000369,SILENCIOSO . TRAS. TEMPRA 16 V / 94 /,9.0,5,0.00012,0.0,175.32,0.0,0.0
000338,SILENCIOSO . TRAS.VERONA . 1.8,0.0001,2,0.0,93.33,0.0,0.0,70.0
000323,SILENCIOSO .INTER. CELTA / 1.0 / 1.4 / 8 V /,0.0,PC,48.675,82.75,0.0,0.0,70.0
000324,SILENCIOSO .INTER. CORSA GM2607M,0.0,PC,55.97,95.15,0.0,0.0,70.0
000424,SILENCIOSO .INTER. DOBLO.1.8 / 2006 /,8.0,V,0.00012,0.0,139.47,0.0,0.0
001949,SILENCIOSO .INTER.CHEVETE,61.0,0,0.00012,0.0,72.98,0.0,0.0
000362,SILENCIOSO .TRAS. CELTA / 1.0 / 1.4 8V /,0.0,PC,53.96,91.732,0.0,0.0,70.0
000360,SILENCIOSO .TRAS. CELTA / 1.0 / 8V FLEX,0.0001,2,84.0,142.8,0.0,0.0,70.0
000359,SILENCIOSO .TRAS. CORSA . 1.0,0.0001,2,0.0,67.83,0.0,0.0,70.0
000334,SILENCIOSO .TRAS. ESCORT / 1.8 /,16.0,V,0.00012,0.0,138.99,0.0,0.0
000377,SILENCIOSO .TRAS. HONDA . CIVIC . 2001 /,1.0001,2,0.0,0.0,0.0,0.0,70.0
000391,SILENCIOSO .TRAS. PICK UP . PALIO,0.0,PC,93.67,159.24,0.0,0.0,70.001
000316,SILENCIOSO .TRAS.FORD KA / 1.0 /,9.0,9,1.00012,0.0,91.55,0.0,91.55
001681,SILENCIOSO CAMINHAO VW 7.100 /8.120,0.0,PC,122.55,208.34,0.0,0.0,70.0
003425,SILENCIOSO EFFA PICUP 2010 10491,0.0,PC,90.9,145.0,0.0,0.0,59.516
002373,SILENCIOSO ESPORTIVO,1900.0,8,0.00012,0.0,80.24,0.0,0.0
002720,SILENCIOSO INT. GOL/PARATI,0.0,PC,65.55,104.88,0.0,0.0,60.0
003255,SILENCIOSO INT. KADETT 2.0 OUT/97/98,0.0,PC,63.0,107.1,0.0,0.0,70.0
002638,SILENCIOSO INT. MONZA 1.8-2.0 91/93 191,0.0,PC,84.55,143.73,0.0,0.0,70.0
003246,SILENCIOSO INTER,0.0001,2,0.0,144.0,0.0,0.0,60.0
000313,SILENCIOSO INTER / OPALA / CARAVAM CC /,1.0001,2,0.0,0.0,0.0,0.0,70.0
000301,SILENCIOSO INTER / PASSAT /1.5 / 1.6,0.0001,2,0.0,126.82,0.0,0.0,70.0
002136,SILENCIOSO INTER CORSA GM2601M,0.0001,2,70.0,112.0,0.0,0.0,60.0
000397,SILENCIOSO INTER FIESTA FR3609M,0.0,PC,57.13,97.121,0.0,0.0,70.0
004157,SILENCIOSO INTER GOLF,1114.0,4,0.0002,75.0,127.5,0.0,0.0
001618,SILENCIOSO INTER OPALA 72/91,0.0,PC,48.8,82.96,0.0,0.0,70.0
001026,SILENCIOSO INTER PALIO 1.0 8V 05/08,59.0,1,0.00012,47.94,81.5,0.0,0.0
000380,"SILENCIOSO INTER, STILLO / 1.8 / 8V / 16 V /",0.0,PC,82.4,140.08,0.0,0.0,70.0
000348,SILENCIOSO INTER. / ESCORT /OPCIONAL,0.0001,2,0.0,0.0,0.0,0.0,70.0
000345,SILENCIOSO INTER. / LOGUS / ESCORT,1.0001,2,0.0,111.93,0.0,111.93,70.0
001385,SILENCIOSO INTER. C4 HATCH 19378 1.6,0.0,PC,118.3,201.11,0.0,0.0,70.0
002608,SILENCIOSO INTER. CORRIER 1.6 10088,0.0,PC,58.4,93.44,0.0,0.0,60.0
000351,SILENCIOSO INTER. FIORNO FT4202M,0.0,PC,38.86,66.062,0.0,0.0,70.0
002829,SILENCIOSO INTER. PAMPA 73,0.0,PC,88.35,150.19,0.0,0.0,70.0
002230,SILENCIOSO INTER.AGILE 1.4 8V 10735,0.0,PC,85.5,145.0,0.0,0.0,69.59
002310,"SILENCIOSO INTER.APOLLO 1,8/90/91 75",0.0,PC,84.63,135.41,0.0,0.0,60.0
000325,SILENCIOSO INTER.CORSA / 1.4 GM2601M,0.0,PC,47.85,81.345,0.0,0.0,70.0
002070,SILENCIOSO INTER.ECOSPORT 1.6 10190,0.0,PC,68.0,115.6,0.0,0.0,70.0
000973,SILENCIOSO INTER.ESCORT 53,0.0,PC,81.7,130.72,0.0,0.0,60.0
001946,SILENCIOSO INTER.FIESTA 1.0 FR3613M,0.0,PC,60.03,102.05,0.0,0.0,70.0
002244,SILENCIOSO INTER.FIORINO FT4206M,0.0,PC,55.97,95.15,0.0,0.0,70.0
001684,SILENCIOSO INTER.FOCUS HATCH SEDAM,0.0001,2,134.0,227.8,0.0,0.0,70.0
002542,SILENCIOSO INTER.GOL /SAV 1.6 VW0403M,0.0,PC,26.1,41.76,0.0,0.0,60.0
000563,SILENCIOSO INTER.LONGO . SAVEIRO.1.6,0.0001,2,67.97,115.55,0.0,0.0,70.0
003382,SILENCIOSO INTER.MAREA/WEKEND 11615,1.0,PC,134.98,209.219,134.98,209.219,55.0
002236,SILENCIOSO INTER.MONZA GM2008M,0.0001,2,0.0,126.11,0.0,0.0,70.0
003427,"SILENCIOSO INTER.PALIO WEKEND 1,3/1,4",0.0,PC,76.5,122.4,0.0,0.0,60.0
001798,SILENCIOSO INTER.SANTANA / QUANTUM,0.0,PC,76.0,129.2,0.0,0.0,70.0
001817,SILENCIOSO INTER.SIENA 1.8 FIRE FLEX,0.0,PC,27.0,45.9,0.0,0.0,70.0
000970,SILENCIOSO INTER.STRADA 1.4 / 2006...,0.0,PC,44.65,75.91,0.0,0.0,70.011
001753,SILENCIOSO INTER.STRADA 1.6 8V 99/2001,0.0001,2,0.0,212.5,0.0,0.0,70.0
002127,SILENCIOSO INTER.STRADA 1.6//16V 99/2003,0.0,PC,106.4,180.88,0.0,0.0,70.0
002400,SILENCIOSO INTER.VECTRA 2.0/96/98 10575,0.0,PC,91.91,160.0,0.0,0.0,74.083
002940,SILENCIOSO INTERM. PALIO WEEKEND 1.0,0.0,PC,65.52,111.38,0.0,0.0,70.0
003976,SILENCIOSO INTERMEDIARIO KOMBI 11360,2.0,PC,116.4,186.24,232.8,372.48,60.0
002069,SILENCIOSO OCO D20 89/92 116B,0.0,PC,76.8,130.56,0.0,0.0,70.0
001806,SILENCIOSO PICK-UP. MONZA GM2006M,0.0,PC,61.77,105.01,0.0,0.0,70.0
003426,SILENCIOSO TERMINAL EFFA 2010 10437,0.0,PC,99.0,158.4,0.0,0.0,60.0
001073,SILENCIOSO TRA FIESTA SEDAM 1.6,0.0,4,6.0,2.00012,0.0,0.0,0.0
000294,SILENCIOSO TRAS / ESCORT HOBBY / 86 /,8.0,9,0.00012,0.0,53.24,0.0,0.0
000300,SILENCIOSO TRAS / MONTANA / 1.4 / 1.8,0.0001,2,0.0,194.99,0.0,0.0,70.0
000297,SILENCIOSO TRAS / PEUGEOT,0.0001,2,0.0,212.77,0.0,0.0,70.0
000284,SILENCIOSO TRAS FIESTA / 1.0 / 2007 ...,0.0001,2,0.0,154.19,0.0,0.0,70.0
000286,SILENCIOSO TRAS HONDA FIT / 1.4 /,200.0,3,0.00012,0.0,122.84,0.0,0.0
000290,SILENCIOSO TRAS / ECOSPORT / 1.6,0.0001,2,0.0,166.18,0.0,0.0,70.0
000306,SILENCIOSO TRAS / MONTANA / 1.8,0.0,PC,113.05,180.88,0.0,0.0,60.0
000283,SILENCIOSO TRAS / AGILE FLEX / 1.4 8 V,0.0001,2,0.0,117.95,0.0,0.0,70.0
000312,SILENCIOSO TRAS / AGILE / 1.4 / 8 V,0.0001,2,0.0,166.91,0.0,0.0,70.0
000305,SILENCIOSO TRAS / CORCEL / BELINA,0.0001,2,0.0,105.89,0.0,0.0,70.0
000280,SILENCIOSO TRAS / COROLA / 1.8,1.0001,2,0.0,0.0,0.0,0.0,70.0
000298,SILENCIOSO TRAS / CORSA HATCH / 1.0/ 1. 4/,0.0,PC,92.15,156.66,0.0,0.0,70.0
000295,SILENCIOSO TRAS / CORSA SEDAM / 2002...,0.0,PC,92.7,157.59,0.0,0.0,70.0
000309,SILENCIOSO TRAS / ESCORT HOBBY / GL /,0.0,PC,35.2,60.0,0.0,0.0,70.455
000292,SILENCIOSO TRAS / ESCORT ZETEC /,9.0,7,0.00012,0.0,0.0,0.0,0.0
000310,SILENCIOSO TRAS / FORD KA,0.0001,2,0.0,98.96,0.0,0.0,70.0
000293,SILENCIOSO TRAS / FORD KA / 1.0 / ZETEC,0.0,PC,70.3,119.51,0.0,0.0,70.0
000304,SILENCIOSO TRAS / HONDA CIVIC /1.6 / LX /,0.0001,2,0.0,187.0,0.0,0.0,70.0
000302,SILENCIOSO TRAS / MERIVA 1.8,0.0001,2,0.0,163.39,0.0,0.0,70.0
000303,SILENCIOSO TRAS / PEUGEOT SEDAM / 1.6 /,0.0001,2,0.0,220.0,0.0,0.0,70.0
000307,SILENCIOSO TRAS / PEUGEOT / 1.0 / 16 V,0.0001,2,0.0,124.29,0.0,0.0,70.0
000281,SILENCIOSO TRAS / PICASSO / CITROEM / 1.6,0.0001,2,0.0,132.36,0.0,0.0,70.0
000289,SILENCIOSO TRAS / SANDERO 1.0 / 16 V,0.0001,2,0.0,108.8,0.0,0.0,70.0
000317,SILENCIOSO TRAS /. FIESTA / 1.0 / 96 /,9.0,9,0.00012,0.0,120.05,0.0,0.0
001075,SILENCIOSO TRAS CELTA/ CORSA,200.0,6,0.00012,0.0,136.66,0.0,0.0
000308,SILENCIOSO TRAS CHEVETE / 73 / 95,0.0,PC,31.35,53.3,0.0,0.0,70.0
000328,SILENCIOSO TRAS CORSA . GSI / 16V /95 / 96,0.0,PC,54.12,89.79,0.0,0.0,65.909
000288,SILENCIOSO TRAS FIESTA ZETEC / 1.0 /,0.0,PC,88.16,149.87,0.0,0.0,70.0
001797,SILENCIOSO TRAS FIORINO 1.0/FT4204T,0.0001,2,0.0,123.88,0.0,0.0,70.0
003448,SILENCIOSO TRAS FIORINO 361,0.0,PC,76.5,122.4,0.0,0.0,60.0
004549,SILENCIOSO TRAS FIORINO 361,0.0,PC,165.0,280.5,0.0,0.0,70.0
002130,SILENCIOSO TRAS GOL 1.0 SPECIAL 11192,0.0,PC,74.4,126.48,0.0,0.0,70.0
